"Activity Name","Operation","actionId","User Name","Source IP","Role","Profile","Country","City","Activity Trust","Trusted For","Trust Reason","ASN","Account ID","IP Organization","Device Type","OS","Browser","Activity Timestamp","Processed Timestamp","Parent Service Name","CSP ID","Sub-Service Name","Instance","Number of Events","File/Report Name","File/Folder Path","File Size","File Type","File Owner","Last Modified","Directory?","Domain","Sharing Enabled?","URL","Report Details","Other Info","targetId","Proxy Type","Proxy Description","Network Type","Region","ASN Name","Device ID","Device Managed"
"LoginSuccess","LoginSuccess","N/A","user1@shnyhddev05.onmicrosoft.com","50.207.210.190","N/A","N/A","US","sunnyvale","N/A","N/A","N/A","14807","N/A","comcast cable communications inc.","N/A","N/A","N/A","March 02,2018 00:41:32:687Z","March 02,2018 00:41:00:000Z","Office365","2698","OneDrive","Default","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","cable","ca","skyhigh networks inc",";Mac OS X 10;Chrome 64.0;","false"
"User Logged in","UserLoggedIn","N/A","user1@shnyhddev05.onmicrosoft.com","50.207.210.190","N/A","N/A","US","sunnyvale","N/A","N/A","N/A","14807","N/A","comcast cable communications inc.","N/A","N/A","N/A","March 02,2018 00:45:52:000Z","March 02,2018 00:45:00:000Z","Office365","2698","AzureAD","Skyhigh Networks","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","cable","ca","skyhigh networks inc","N/A","false"
"LoginSuccess","LoginSuccess","N/A","user1@shnyhddev05.onmicrosoft.com","50.207.210.190","N/A","N/A","US","sunnyvale","N/A","N/A","N/A","14807","N/A","comcast cable communications inc.","N/A","N/A","N/A","March 02,2018 00:45:55:611Z","March 02,2018 00:45:00:000Z","Office365","2698","SharePoint","Default","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","cable","ca","skyhigh networks inc",";Mac OS X 10;Chrome 64.0;","false"
"LoginSuccess","LoginSuccess","N/A","user1@shnyhddev05.onmicrosoft.com","50.207.210.190","N/A","N/A","US","sunnyvale","N/A","N/A","N/A","14807","N/A","comcast cable communications inc.","N/A","N/A","N/A","March 02,2018 00:45:55:611Z","March 02,2018 00:45:00:000Z","Office365","2698","OneDrive","Default","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","cable","ca","skyhigh networks inc",";Mac OS X 10;Chrome 64.0;","false"
"Consent to application","Consent to application.","N/A","user1@shnyhddev05.onmicrosoft.com","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","March 02,2018 00:45:55:000Z","March 02,2018 00:45:00:000Z","Office365","2698","AzureAD","Skyhigh Networks","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false"
"Consent to application","Consent to application.","N/A","user1@shnyhddev05.onmicrosoft.com","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","March 02,2018 00:45:52:000Z","March 02,2018 00:45:00:000Z","Office365","2698","AzureAD","Skyhigh Networks","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false"
"User Logged in","UserLoggedIn","N/A","user1@shnyhddev05.onmicrosoft.com","50.207.210.190","N/A","N/A","US","sunnyvale","N/A","N/A","N/A","14807","N/A","comcast cable communications inc.","N/A","N/A","N/A","March 02,2018 00:46:34:000Z","March 02,2018 00:46:00:000Z","Office365","2698","AzureAD","Skyhigh Networks","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","cable","ca","skyhigh networks inc","N/A","false"
"LoginSuccess","LoginSuccess","N/A","user1@shnyhddev05.onmicrosoft.com","50.207.210.190","N/A","N/A","US","sunnyvale","N/A","N/A","N/A","14807","N/A","comcast cable communications inc.","N/A","N/A","N/A","March 02,2018 00:46:36:021Z","March 02,2018 00:46:00:000Z","Office365","2698","SharePoint","Default","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","cable","ca","skyhigh networks inc",";Mac OS X 10;Chrome 64.0;","false"
"LoginSuccess","LoginSuccess","N/A","user1@shnyhddev05.onmicrosoft.com","50.207.210.190","N/A","N/A","US","sunnyvale","N/A","N/A","N/A","14807","N/A","comcast cable communications inc.","N/A","N/A","N/A","March 02,2018 00:46:34:344Z","March 02,2018 00:46:00:000Z","Office365","2698","OneDrive","Default","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","cable","ca","skyhigh networks inc",";Mac OS X 10;Chrome 64.0;","false"
"LoginSuccess","LoginSuccess","N/A","user1@shnyhddev05.onmicrosoft.com","50.207.210.190","N/A","N/A","US","sunnyvale","N/A","N/A","N/A","14807","N/A","comcast cable communications inc.","N/A","N/A","N/A","March 02,2018 00:46:34:344Z","March 02,2018 00:46:00:000Z","Office365","2698","SharePoint","Default","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","cable","ca","skyhigh networks inc",";Mac OS X 10;Chrome 64.0;","false"
"LoginSuccess","LoginSuccess","N/A","user1@shnyhddev05.onmicrosoft.com","50.207.210.190","N/A","N/A","US","sunnyvale","N/A","N/A","N/A","14807","N/A","comcast cable communications inc.","N/A","N/A","N/A","March 02,2018 00:46:36:021Z","March 02,2018 00:46:00:000Z","Office365","2698","OneDrive","Default","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","cable","ca","skyhigh networks inc",";Mac OS X 10;Chrome 64.0;","false"
"User Logged in","UserLoggedIn","N/A","user1@shnyhddev05.onmicrosoft.com","50.207.210.190","N/A","N/A","US","sunnyvale","N/A","N/A","N/A","14807","N/A","comcast cable communications inc.","N/A","N/A","N/A","March 02,2018 00:47:14:000Z","March 02,2018 00:47:00:000Z","Office365","2698","AzureAD","Skyhigh Networks","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","cable","ca","skyhigh networks inc","N/A","false"
"User Logged in","UserLoggedIn","N/A","user1@shnyhddev05.onmicrosoft.com","50.207.210.190","N/A","N/A","US","sunnyvale","N/A","N/A","N/A","14807","N/A","comcast cable communications inc.","N/A","N/A","N/A","March 02,2018 00:47:12:000Z","March 02,2018 00:47:00:000Z","Office365","2698","AzureAD","Skyhigh Networks","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","cable","ca","skyhigh networks inc","N/A","false"
"User Logged in","UserLoggedIn","N/A","user1@shnyhddev05.onmicrosoft.com","50.207.210.190","N/A","N/A","US","sunnyvale","N/A","N/A","N/A","14807","N/A","comcast cable communications inc.","N/A","N/A","N/A","March 02,2018 00:47:15:000Z","March 02,2018 00:47:00:000Z","Office365","2698","AzureAD","Skyhigh Networks","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","cable","ca","skyhigh networks inc","N/A","false"
"User Logged in","UserLoggedIn","N/A","user1@shnyhddev05.onmicrosoft.com","50.207.210.190","N/A","N/A","US","sunnyvale","N/A","N/A","N/A","14807","N/A","comcast cable communications inc.","N/A","N/A","N/A","March 02,2018 00:47:12:000Z","March 02,2018 00:47:00:000Z","Office365","2698","AzureAD","Skyhigh Networks","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","cable","ca","skyhigh networks inc","N/A","false"
"User Logged in","UserLoggedIn","N/A","user1@shnyhddev05.onmicrosoft.com","50.207.210.190","N/A","N/A","US","sunnyvale","N/A","N/A","N/A","14807","N/A","comcast cable communications inc.","N/A","N/A","N/A","March 02,2018 00:47:52:000Z","March 02,2018 00:47:00:000Z","Office365","2698","AzureAD","Skyhigh Networks","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","cable","ca","skyhigh networks inc","N/A","false"
"User Logged in","UserLoggedIn","N/A","user1@shnyhddev05.onmicrosoft.com","50.207.210.190","N/A","N/A","US","sunnyvale","N/A","N/A","N/A","14807","N/A","comcast cable communications inc.","N/A","N/A","N/A","March 02,2018 00:47:10:000Z","March 02,2018 00:47:00:000Z","Office365","2698","AzureAD","Skyhigh Networks","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","cable","ca","skyhigh networks inc","N/A","false"
"LoginSuccess","LoginSuccess","N/A","user1@shnyhddev05.onmicrosoft.com","50.207.210.190","N/A","N/A","US","sunnyvale","N/A","N/A","N/A","14807","N/A","comcast cable communications inc.","N/A","N/A","N/A","March 02,2018 00:47:10:742Z","March 02,2018 00:47:00:000Z","Office365","2698","SharePoint","Default","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","cable","ca","skyhigh networks inc",";Mac OS X 10;Chrome 64.0;","false"
"LoginSuccess","LoginSuccess","N/A","user1@shnyhddev05.onmicrosoft.com","50.207.210.190","N/A","N/A","US","sunnyvale","N/A","N/A","N/A","14807","N/A","comcast cable communications inc.","N/A","N/A","N/A","March 02,2018 00:47:10:742Z","March 02,2018 00:47:00:000Z","Office365","2698","OneDrive","Default","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","cable","ca","skyhigh networks inc",";Mac OS X 10;Chrome 64.0;","false"
"LoginSuccess","LoginSuccess","N/A","user1@shnyhddev05.onmicrosoft.com","50.207.210.190","N/A","N/A","US","sunnyvale","N/A","N/A","N/A","14807","N/A","comcast cable communications inc.","N/A","N/A","N/A","March 02,2018 00:47:52:649Z","March 02,2018 00:47:00:000Z","Office365","2698","SharePoint","Default","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","cable","ca","skyhigh networks inc",";Mac OS X 10;Chrome 64.0;","false"
"LoginSuccess","LoginSuccess","N/A","user1@shnyhddev05.onmicrosoft.com","50.207.210.190","N/A","N/A","US","sunnyvale","N/A","N/A","N/A","14807","N/A","comcast cable communications inc.","N/A","N/A","N/A","March 02,2018 00:47:52:649Z","March 02,2018 00:47:00:000Z","Office365","2698","OneDrive","Default","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","cable","ca","skyhigh networks inc",";Mac OS X 10;Chrome 64.0;","false"
"User Logged in","UserLoggedIn","N/A","user1@shnyhddev05.onmicrosoft.com","50.207.210.190","N/A","N/A","US","sunnyvale","N/A","N/A","N/A","14807","N/A","comcast cable communications inc.","N/A","N/A","N/A","March 02,2018 01:03:07:000Z","March 02,2018 01:03:00:000Z","Office365","2698","AzureAD","Skyhigh Networks","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","cable","ca","skyhigh networks inc","N/A","false"
"User Logged in","UserLoggedIn","N/A","user1@shnyhddev05.onmicrosoft.com","50.207.210.190","N/A","N/A","US","sunnyvale","N/A","N/A","N/A","14807","N/A","comcast cable communications inc.","N/A","N/A","N/A","March 02,2018 01:03:17:000Z","March 02,2018 01:03:00:000Z","Office365","2698","AzureAD","Skyhigh Networks","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","cable","ca","skyhigh networks inc","N/A","false"
"User Logged in","UserLoggedIn","N/A","user1@shnyhddev05.onmicrosoft.com","50.207.210.190","N/A","N/A","US","sunnyvale","N/A","N/A","N/A","14807","N/A","comcast cable communications inc.","N/A","N/A","N/A","March 02,2018 01:03:11:000Z","March 02,2018 01:03:00:000Z","Office365","2698","AzureAD","Skyhigh Networks","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","cable","ca","skyhigh networks inc","N/A","false"
"User Logged in","UserLoggedIn","N/A","user1@shnyhddev05.onmicrosoft.com","50.207.210.190","N/A","N/A","US","sunnyvale","N/A","N/A","N/A","14807","N/A","comcast cable communications inc.","N/A","N/A","N/A","March 02,2018 01:03:13:000Z","March 02,2018 01:03:00:000Z","Office365","2698","AzureAD","Skyhigh Networks","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","cable","ca","skyhigh networks inc","N/A","false"
"User Logged in","UserLoggedIn","N/A","user1@shnyhddev05.onmicrosoft.com","50.207.210.190","N/A","N/A","US","sunnyvale","N/A","N/A","N/A","14807","N/A","comcast cable communications inc.","N/A","N/A","N/A","March 02,2018 01:03:09:000Z","March 02,2018 01:03:00:000Z","Office365","2698","AzureAD","Skyhigh Networks","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","cable","ca","skyhigh networks inc","N/A","false"
"LoginSuccess","LoginSuccess","N/A","user1@shnyhddev05.onmicrosoft.com","50.207.210.190","N/A","N/A","US","sunnyvale","N/A","N/A","N/A","14807","N/A","comcast cable communications inc.","N/A","N/A","N/A","March 02,2018 01:03:07:405Z","March 02,2018 01:03:00:000Z","Office365","2698","SharePoint","Default","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","cable","ca","skyhigh networks inc",";Mac OS X 10;Chrome 64.0;","false"
"LoginSuccess","LoginSuccess","N/A","user1@shnyhddev05.onmicrosoft.com","50.207.210.190","N/A","N/A","US","sunnyvale","N/A","N/A","N/A","14807","N/A","comcast cable communications inc.","N/A","N/A","N/A","March 02,2018 01:03:07:405Z","March 02,2018 01:03:00:000Z","Office365","2698","OneDrive","Default","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","cable","ca","skyhigh networks inc",";Mac OS X 10;Chrome 64.0;","false"
"LoginSuccess","LoginSuccess","N/A","user1@shnyhddev05.onmicrosoft.com","50.207.210.190","N/A","N/A","US","sunnyvale","N/A","N/A","N/A","14807","N/A","comcast cable communications inc.","N/A","N/A","N/A","March 02,2018 01:03:18:148Z","March 02,2018 01:03:00:000Z","Office365","2698","OneDrive","Default","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","cable","ca","skyhigh networks inc",";Mac OS X 10;Chrome 64.0;","false"
"LoginSuccess","LoginSuccess","N/A","user1@shnyhddev05.onmicrosoft.com","50.207.210.190","N/A","N/A","US","sunnyvale","N/A","N/A","N/A","14807","N/A","comcast cable communications inc.","N/A","N/A","N/A","March 02,2018 01:03:18:148Z","March 02,2018 01:03:00:000Z","Office365","2698","SharePoint","Default","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","cable","ca","skyhigh networks inc",";Mac OS X 10;Chrome 64.0;","false"
"User Logged in","UserLoggedIn","N/A","user11@shnyhddev05.onmicrosoft.com","50.207.210.190","N/A","N/A","US","sunnyvale","N/A","N/A","N/A","14807","N/A","comcast cable communications inc.","N/A","N/A","N/A","March 02,2018 01:38:16:000Z","March 02,2018 01:38:00:000Z","Office365","2698","AzureAD","Skyhigh Networks","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","cable","ca","skyhigh networks inc","N/A","false"
"User Logged in","UserLoggedIn","N/A","user11@shnyhddev05.onmicrosoft.com","50.207.210.190","N/A","N/A","US","sunnyvale","N/A","N/A","N/A","14807","N/A","comcast cable communications inc.","N/A","N/A","N/A","March 02,2018 01:38:15:000Z","March 02,2018 01:38:00:000Z","Office365","2698","AzureAD","Skyhigh Networks","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","cable","ca","skyhigh networks inc","N/A","false"
"User Logged in","UserLoggedIn","N/A","user11@shnyhddev05.onmicrosoft.com","50.207.210.190","N/A","N/A","US","sunnyvale","N/A","N/A","N/A","14807","N/A","comcast cable communications inc.","N/A","N/A","N/A","March 02,2018 01:38:49:000Z","March 02,2018 01:38:00:000Z","Office365","2698","AzureAD","Skyhigh Networks","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","cable","ca","skyhigh networks inc","N/A","false"
"User Logged in","UserLoggedIn","N/A","user11@shnyhddev05.onmicrosoft.com","50.207.210.190","N/A","N/A","US","sunnyvale","N/A","N/A","N/A","14807","N/A","comcast cable communications inc.","N/A","N/A","N/A","March 02,2018 01:38:59:000Z","March 02,2018 01:38:00:000Z","Office365","2698","AzureAD","Skyhigh Networks","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","cable","ca","skyhigh networks inc","N/A","false"
"User Logged in","UserLoggedIn","N/A","user11@shnyhddev05.onmicrosoft.com","50.207.210.190","N/A","N/A","US","sunnyvale","N/A","N/A","N/A","14807","N/A","comcast cable communications inc.","N/A","N/A","N/A","March 02,2018 01:38:49:000Z","March 02,2018 01:38:00:000Z","Office365","2698","AzureAD","Skyhigh Networks","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","cable","ca","skyhigh networks inc","N/A","false"
"User Logged in","UserLoggedIn","N/A","user11@shnyhddev05.onmicrosoft.com","50.207.210.190","N/A","N/A","US","sunnyvale","N/A","N/A","N/A","14807","N/A","comcast cable communications inc.","N/A","N/A","N/A","March 02,2018 01:38:44:000Z","March 02,2018 01:38:00:000Z","Office365","2698","AzureAD","Skyhigh Networks","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","cable","ca","skyhigh networks inc","N/A","false"
"User Logged in","UserLoggedIn","N/A","user11@shnyhddev05.onmicrosoft.com","50.207.210.190","N/A","N/A","US","sunnyvale","N/A","N/A","N/A","14807","N/A","comcast cable communications inc.","N/A","N/A","N/A","March 02,2018 01:39:44:000Z","March 02,2018 01:39:00:000Z","Office365","2698","AzureAD","Skyhigh Networks","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","cable","ca","skyhigh networks inc","N/A","false"
"User Logged in","UserLoggedIn","N/A","user11@shnyhddev05.onmicrosoft.com","50.207.210.190","N/A","N/A","US","sunnyvale","N/A","N/A","N/A","14807","N/A","comcast cable communications inc.","N/A","N/A","N/A","March 02,2018 01:39:49:000Z","March 02,2018 01:39:00:000Z","Office365","2698","AzureAD","Skyhigh Networks","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","cable","ca","skyhigh networks inc","N/A","false"
"User Logged in","UserLoggedIn","N/A","user11@shnyhddev05.onmicrosoft.com","50.207.210.190","N/A","N/A","US","sunnyvale","N/A","N/A","N/A","14807","N/A","comcast cable communications inc.","N/A","N/A","N/A","March 02,2018 01:40:01:000Z","March 02,2018 01:40:00:000Z","Office365","2698","AzureAD","Skyhigh Networks","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","cable","ca","skyhigh networks inc","N/A","false"
"User Logged in","UserLoggedIn","N/A","user11@shnyhddev05.onmicrosoft.com","50.207.210.190","N/A","N/A","US","sunnyvale","N/A","N/A","N/A","14807","N/A","comcast cable communications inc.","N/A","N/A","N/A","March 02,2018 01:40:05:000Z","March 02,2018 01:40:00:000Z","Office365","2698","AzureAD","Skyhigh Networks","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","cable","ca","skyhigh networks inc","N/A","false"
"PageViewed","PageViewed","N/A","user1@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","Other","unknown","python-requests/2.10.0","March 02,2018 21:54:28:000Z","March 02,2018 21:54:00:000Z","Office365","2698","SharePoint","Default","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05.sharepoint.com/SitePages/Home.aspx","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
"PageViewed","PageViewed","N/A","user1@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","Other","unknown","python-requests/2.10.0","March 02,2018 21:54:33:000Z","March 02,2018 21:54:00:000Z","Office365","2698","OneDrive","Default","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/_layouts/15/onedrive.aspx","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
"Password logon initial auth using password - Success","PasswordLogonInitialAuthUsingPassword - Success","N/A","user1@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","false","N/A","N/A","14807","N/A","skyhigh networks","N/A","unknown","N/A","March 02,2018 21:54:24:000Z","March 02,2018 21:54:00:000Z","Office365","2698","AzureAD","Skyhigh Networks","3","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
"File uploaded","FileUploaded","N/A","user2@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","Other","unknown","python-requests/2.10.0","March 02,2018 22:00:44:000Z","March 02,2018 22:00:00:000Z","Office365","2698","SharePoint","Default","1","Confidential.docx","https://shnyhddev05.sharepoint.com/Shared Documents/1520008242.33","N/A","docx","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05.sharepoint.com/Shared Documents/1520008242.33/Confidential.docx","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
"FolderCreated","FolderCreated","N/A","user2@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","Other","unknown","python-requests/2.10.0","March 02,2018 22:00:42:000Z","March 02,2018 22:00:00:000Z","Office365","2698","SharePoint","Default","1","1520008242.33","https://shnyhddev05.sharepoint.com/Shared Documents","N/A","N/A","N/A","N/A","true","N/A","false","N/A","N/A","N/A","https://shnyhddev05.sharepoint.com/Shared Documents/1520008242.33","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
"PageViewed","PageViewed","N/A","user2@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","Other","unknown","python-requests/2.10.0","March 02,2018 22:00:41:000Z","March 02,2018 22:00:00:000Z","Office365","2698","SharePoint","Default","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05.sharepoint.com/SitePages/Home.aspx","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
"File accessed","FileAccessed","N/A","app@sharepoint","52.8.134.60","N/A","N/A","US","san jose","N/A","N/A","N/A","16509","N/A","amazon technologies inc.","Other","JVM (Java)","Java/1.8.0_131","March 02,2018 22:01:32:000Z","March 02,2018 22:01:00:000Z","Office365","2698","SharePoint","Default","1","Confidential.docx","https://shnyhddev05.sharepoint.com/Shared Documents/1520008242.33","N/A","docx","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05.sharepoint.com/Shared Documents/1520008242.33/Confidential.docx","hosting","cloud","broadband","ca","amazon.com inc.","N/A","false"
"File copied","FileCopied","N/A","app@sharepoint","52.8.134.60","N/A","N/A","US","san jose","false","N/A","N/A","16509","N/A","amazon technologies inc.","Other","JVM (Java)","Java/1.8.0_131","March 02,2018 22:01:58:000Z","March 02,2018 22:01:00:000Z","Office365","2698","SharePoint","Default","1","Confidential.docx","https://shnyhddev05.sharepoint.com/Shared Documents/1520008242.33","N/A","docx","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05.sharepoint.com/Shared Documents/1520008242.33/Confidential.docx","hosting","cloud","broadband","ca","amazon.com inc.","N/A","false"
"File modified","FileModified","N/A","app@sharepoint","52.8.134.60","N/A","N/A","US","san jose","N/A","N/A","N/A","16509","N/A","amazon technologies inc.","Other","JVM (Java)","Java/1.8.0_131","March 02,2018 22:01:58:000Z","March 02,2018 22:01:00:000Z","Office365","2698","SharePoint","Default","1","jny6WDJ7n7nsC-Confidential.docx","https://shnyhddev05.sharepoint.com/Quarantine","N/A","docx","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05.sharepoint.com/Quarantine/jny6WDJ7n7nsC-Confidential.docx","hosting","cloud","broadband","ca","amazon.com inc.","N/A","false"
"File copied","FileCopied","N/A","app@sharepoint","52.8.134.60","N/A","N/A","US","san jose","false","N/A","N/A","16509","N/A","amazon technologies inc.","Other","JVM (Java)","Java/1.8.0_131","March 02,2018 22:02:06:000Z","March 02,2018 22:02:00:000Z","Office365","2698","SharePoint","Default","1","Confidential.docx","https://shnyhddev05.sharepoint.com/Shared Documents/1520008242.33","N/A","docx","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05.sharepoint.com/Shared Documents/1520008242.33/Confidential.docx","hosting","cloud","broadband","ca","amazon.com inc.","N/A","false"
"File modified","FileModified","N/A","app@sharepoint","52.8.134.60","N/A","N/A","US","san jose","N/A","N/A","N/A","16509","N/A","amazon technologies inc.","Other","JVM (Java)","Java/1.8.0_131","March 02,2018 22:02:06:000Z","March 02,2018 22:02:00:000Z","Office365","2698","SharePoint","Default","1","Sj1721u1L8mKd-Confidential.docx","https://shnyhddev05.sharepoint.com/Quarantine","N/A","docx","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05.sharepoint.com/Quarantine/Sj1721u1L8mKd-Confidential.docx","hosting","cloud","broadband","ca","amazon.com inc.","N/A","false"
"File modified","FileModified","N/A","app@sharepoint","52.8.134.60","N/A","N/A","US","san jose","N/A","N/A","N/A","16509","N/A","amazon technologies inc.","Other","JVM (Java)","Java/1.8.0_131","March 02,2018 22:02:08:000Z","March 02,2018 22:02:00:000Z","Office365","2698","SharePoint","Default","1","Confidential.docx","https://shnyhddev05.sharepoint.com/Shared Documents/1520008242.33","N/A","docx","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05.sharepoint.com/Shared Documents/1520008242.33/Confidential.docx","hosting","cloud","broadband","ca","amazon.com inc.","N/A","false"
"File or folder shared","SharingSet","N/A","app@sharepoint","52.8.134.60","N/A","N/A","US","san jose","N/A","N/A","N/A","16509","N/A","amazon technologies inc.","Other","JVM (Java)","Java/1.8.0_131","March 02,2018 22:02:42:000Z","March 02,2018 22:02:00:000Z","Office365","2698","OneDrive","Default","1","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_comDocuments/1520008342.42","N/A","N/A","N/A","N/A","true","N/A","true","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents/1520008342.42","hosting","cloud","broadband","ca","amazon.com inc.","N/A","false"
